,Unnamed: 0,X,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
92,93,109,0.224588273,0.034660653,0.22966292100000002,0.211028522,0.24394122699999998,0.032912705,3.0824864119999997,14.73474685,0.851576302,0.17334648,0.23232497800000002,0.224588273,0.18536402899999999,0.017857143,0.275862069,1.040364583,0.1796875,5.171875,4.9921875,0.165700083,angry
93,94,110,0.23847819899999997,0.039823372,0.247087295,0.21974070899999998,0.271045808,0.05130509900000001,2.733178606,10.98529975,0.84813878,0.169651608,0.275159896,0.23847819899999997,0.17897932,0.020125786,0.275862069,0.646972656,0.0,3.234375,3.234375,0.201932367,angry
94,95,111,0.233938752,0.032889074,0.24325,0.21675,0.25775,0.040999999999999995,2.19921831,8.205435471,0.8521971009999999,0.12445243800000001,0.26375,0.233938752,0.205553827,0.019777503000000002,0.275862069,0.900390625,0.171875,6.96875,6.796875,0.167586207,angry
96,97,113,0.20802669699999998,0.071483796,0.22790697699999998,0.192517695,0.258483316,0.065965622,1.5499174759999998,4.583639464,0.905329388,0.38709590200000005,0.228190091,0.20802669699999998,0.201346565,0.017278618,0.275862069,0.611328125,0.2109375,1.8671875,1.65625,0.216981132,happy
97,98,114,0.218518452,0.047548392,0.22932254800000001,0.19931243699999998,0.25282103100000003,0.053508595,1.7096307030000002,6.078398854,0.888839935,0.30119814300000003,0.23215369100000002,0.218518452,0.176741415,0.016016016,0.26666666699999997,0.840745192,0.1796875,4.5234375,4.34375,0.139238609,happy
98,99,115,0.22282328699999998,0.039178314,0.226944444,0.206388889,0.249444444,0.043055555999999995,2.490598533,11.07301152,0.86803348,0.215171853,0.23305555600000002,0.22282328699999998,0.185948211,0.020997375,0.275862069,1.162860577,0.3359375,5.7265625,5.390625,0.22922705300000001,happy
99,100,116,0.225260464,0.039362491,0.230738119,0.206390293,0.25282103100000003,0.046430738,1.765704416,5.895164969,0.8708448529999999,0.204451309,0.22875632,0.225260464,0.195446249,0.033898305,0.275862069,1.095552885,0.1796875,5.78125,5.6015625,0.219432822,happy
100,101,117,0.21170539,0.071166595,0.231770335,0.195866029,0.262583732,0.066717703,2.1154768980000003,7.321391881,0.905126187,0.448680478,0.22801913899999998,0.21170539,0.1918592,0.033826638,0.275862069,1.311458333,0.0,4.3984375,4.3984375,0.31273788399999997,happy
101,102,118,0.21788504600000003,0.048936858,0.22740038,0.20003795100000002,0.25290322600000004,0.052865275,1.622816795,5.004845725,0.891653446,0.345835919,0.215711575,0.21788504600000003,0.19498963600000002,0.015794669,0.26666666699999997,0.8822544640000001,0.1796875,3.921875,3.7421875,0.18467962100000002,happy
102,103,119,0.22601656899999997,0.052367326,0.23632535899999998,0.20738756,0.264191388,0.056803828,2.132666972,7.913146397,0.8801793,0.288280904,0.27356937800000003,0.22601656899999997,0.183517718,0.022759602,0.275862069,1.561941964,0.2734375,5.75,5.4765625,0.342477779,happy
103,104,120,0.234137622,0.038552946,0.241578947,0.213947368,0.264473684,0.050526315999999995,1.919919243,6.582916038,0.860163847,0.17064215300000002,0.262894737,0.234137622,0.16115394800000002,0.02680067,0.271186441,0.8984375,0.21875,5.7578125,5.5390625,0.188781599,happy
104,105,121,0.18428056899999998,0.048348892000000004,0.181227888,0.163163371,0.21473465100000003,0.05157128,2.728690518,13.52715712,0.911431806,0.39815575200000003,0.169864724,0.18428056899999998,0.15012113300000002,0.035320088,0.23880597,0.882211538,0.171875,3.4296875,3.2578125,0.258792966,sad
105,106,122,0.19383114899999998,0.058797950999999994,0.196200204,0.149009193,0.236813075,0.08780388199999999,1.369947536,4.805235092,0.926944268,0.44971809700000004,0.275995914,0.19383114899999998,0.14965663099999998,0.029684601,0.231884058,0.629206731,0.078125,3.390625,3.3125,0.170990566,sad
108,109,125,0.184420996,0.063464971,0.190232992,0.127082945,0.24685927300000002,0.119776328,1.8209851419999998,6.63374943,0.9218807790000001,0.41896476899999996,0.25077353199999997,0.184420996,0.122894529,0.040609137000000003,0.24242424199999998,0.5439453129999999,0.0859375,3.046875,2.9609375,0.144766931,sad
110,111,127,0.180015151,0.060951778,0.196756757,0.118210624,0.23094128600000002,0.112730662,1.609498694,5.794821025,0.9107304479999999,0.273242115,0.23302889100000002,0.180015151,0.104914594,0.019488428999999998,0.22535211300000002,1.040900735,0.0859375,6.4765625,6.390625,0.21301956,sad
111,112,128,0.178289434,0.053609849,0.16875675699999998,0.15109909900000001,0.20836036,0.057261260999999994,2.4611764590000003,9.616776087,0.894252857,0.368324995,0.167243243,0.178289434,0.155597923,0.082051282,0.246153846,0.775904605,0.0,5.421875,5.421875,0.17154979199999998,sad
112,113,129,0.198050091,0.06584289,0.221470328,0.13441984099999998,0.261399469,0.126979628,2.140593434,7.85126005,0.9017974320000001,0.307858046,0.262391497,0.198050091,0.11806432,0.016949153,0.275862069,0.892485119,0.0234375,5.921875,5.8984375,0.194771697,sad
113,114,130,0.17359471,0.055419483,0.16043243199999999,0.147315315,0.194738739,0.047423423,2.830346113,12.7659465,0.881866695,0.312351814,0.154630631,0.17359471,0.138668502,0.046242775,0.235294118,0.567708333,0.1171875,3.2421875,3.125,0.164852941,sad
116,117,133,0.18823668600000001,0.05734417,0.19525616699999998,0.153017078,0.225806452,0.072789374,1.548675984,5.269785562,0.909264647,0.324562426,0.153017078,0.18823668600000001,0.16426029,0.024806202000000003,0.275862069,0.880208333,0.0078125,6.7734375,6.765625,0.16760145199999998,happy
117,118,134,0.218396039,0.042351507999999996,0.22049652399999997,0.19825223399999997,0.246077458,0.047825223,2.1536705169999997,8.770611079,0.8799180129999999,0.253636065,0.234955313,0.218396039,0.189152715,0.020125786,0.271186441,0.9771205359999999,0.2109375,5.203125,4.9921875,0.220175755,happy
119,120,136,0.198072389,0.044444602,0.20964249199999999,0.17017364699999998,0.227946885,0.057773238,1.912947102,6.908672332,0.9042494879999999,0.226225841,0.215362615,0.198072389,0.145833274,0.016877637,0.235294118,0.875600962,0.15625,6.140625,5.984375,0.184290688,happy
120,121,137,0.233025507,0.051957205,0.250697674,0.214418605,0.266976744,0.05255814,2.7532392989999996,11.62173575,0.860700668,0.242357828,0.267209302,0.233025507,0.228603705,0.038004751,0.275862069,0.65625,0.1796875,3.3125,3.1328125,0.168052092,happy
121,122,138,0.22733359600000003,0.055097343,0.2425,0.21386363600000002,0.261136364,0.047272727,2.287566199,8.466550734,0.872684593,0.27293835899999996,0.25840909100000004,0.22733359600000003,0.221938384,0.017429194,0.275862069,0.78515625,0.2109375,6.8984375,6.6875,0.13194786,happy
122,123,139,0.207227327,0.08107829400000001,0.234987035,0.18779602399999998,0.263543647,0.075747623,3.0203141,16.52510333,0.8954984140000001,0.35467944100000004,0.279273984,0.207227327,0.18365613100000003,0.022284123,0.271186441,1.06796875,0.1796875,6.7421875,6.5625,0.182804233,happy
123,124,140,0.22635862,0.050949416,0.237726002,0.203019571,0.264082013,0.061062442,2.405658146,9.169649135,0.876488053,0.27838399,0.262516309,0.22635862,0.200592899,0.021136062999999997,0.271186441,0.850183824,0.1640625,5.7734375,5.609375,0.112291086,happy
125,126,142,0.182316493,0.061155317,0.16861723399999998,0.146452906,0.237635271,0.091182365,3.056256849,15.80133025,0.9035207690000001,0.400637133,0.152905812,0.182316493,0.122898985,0.01891253,0.23880597,0.363511029,0.0,1.984375,1.984375,0.12519685,sad
126,127,143,0.173347568,0.065156503,0.163567134,0.146172345,0.217154309,0.07098196400000001,2.609879045,10.84439804,0.8769486890000001,0.305454638,0.15206412800000002,0.173347568,0.13225582800000002,0.016016016,0.24242424199999998,0.654871324,0.0,5.6328125,5.6328125,0.178918169,sad
127,128,144,0.17813998,0.061429187999999996,0.16958544,0.150050556,0.21743174899999998,0.06738119299999999,3.162926128,17.97547346,0.8910674270000001,0.324429465,0.170151668,0.17813998,0.147811526,0.015670911000000003,0.271186441,0.525607639,0.0,5.8359375,5.8359375,0.135916214,sad
128,129,145,0.22722411399999998,0.035527219,0.229525617,0.207210626,0.255294118,0.048083491,1.65218306,5.03705991,0.864940387,0.162805274,0.212258065,0.22722411399999998,0.16695549699999998,0.021080368999999998,0.258064516,0.6484375,0.34375,2.890625,2.546875,0.14321319,sad
